text,sentiment
"after the fellowship has broken , merry and pippin , taken by orcs , make new allies in the ents , while legolas , gimli and aragorn make allies in the people of rohan , and all of them must launch an assault on isengard .",Objective
a subtle variation on i spit on your grave in which our purported heroine pathologically avenges a hatred for men .,Subjective
""" secondhand lions "" follows the comedic adventures of an introverted boy ( osment ) left on the doorstep of a pair of reluctant , eccentric great-uncles ( caine and duvall ) , whose exotic remembrances stir the boy's spirit and re-ignite the men's lives .",Objective
as tricky and satisfying as any of david mamet's airless cinematic shell games .,Subjective
"the lover literally searches the ends of the earth , the possessed child follows in the hopes that the lover will lead him to his quarry .",Objective
"ms . bennett is worth watching , and her story is weirdly detailed enough to prove once more that truth is too strange for good fiction .",Subjective
"before they can begin repairing and towing the ghost ship towards harbor , the crew encounters a series of bizarre ocurrences , and the group becomes trapped inside the ship .",Objective
this charmless nonsense ensues amid clanging film references that make jay and silent bob's excellent adventure seem understated .,Subjective
michael baldwin ) after a series of nightmares he had .,Objective
the best way to describe it is as a cross between paul thomas anderson's magnolia and david lynch's mulholland dr .,Subjective
"decades ago , the legendary james brown sold his soul to the devil for fame and fortune .",Objective
"there are times when a rumor of angels plays like an extended episode of touched by an angel -- a little too much dancing , a few too many weeping scenes -- but i liked its heart and its spirit .",Subjective
he has a vast knowledge of modern photography and develops photos for various customers at the sav-mart .,Objective
steve irwin's method is ernest hemmingway at accelerated speed and volume .,Subjective
"now joined by teiresias , the former king forces his daughter back to her senses and the horrifying realization that not only is her son dead , but that agave herself was "" amongst his butchers . """,Objective
"i walked away not really know who "" they "" were , what "" they "" looked like . why "" they "" were here and what "" they "" wanted and quite honestly , i didn't care .",Subjective
"here lives grace ( lizzy mahon ) , salo jr . 's daughter , whom he and his equally bizarre wife ( christie sanford ) have enslaved through enforced drug addiction and psychic brainwashing .",Objective
"with a "" spy kids "" sequel opening next week , why bother with a contemptible imitator starring a "" snl "" has-been acting like an 8-year-old channeling roberto benigni ?",Subjective
"to lena , vaughn represents the life she is running away from .",Objective
turns a potentially interesting idea into an excruciating film school experience that plays better only for the film's publicists or for people who take as many drugs as the film's characters,Subjective
"facing her past , culturally and emotionally , eve finds herself caught up in the independent movement of armenia , and the crisis of commitment with the man whom she falls in love .",Objective
god bless crudup and his aversion to taking the easy hollywood road and cashing in on his movie-star gorgeousness .,Subjective
"while it hasn't always been smooth sailing , they've ridden out the rough spots with humor , passion , and wisdom , redefining and reinventing their own version of "" family values . """,Objective
